,C0,C1,C2,C3,Cfast,CMy,zig,Java,Asm,Julia,Win Julia,Win PyPy,PyPy,Numpy,Python,Win Python,Win Python 11
0,2.5764403866540653e-09,1.1715864578470648e-09,1.1618368480424678e-09,1.1773160362685888e-09,1.1828967409050498e-09,1.1669579997213616e-09,1.1852225322080363e-09,2.48009080292718e-09,1.1689258474425252e-09,3.1329985580085706e-10,-1.6214323468565852e-09,9.36918219780903e-10,2.242361651540995e-09,1.7150060876028385e-08,1.8731487470997058e-07,2.389452999613828e-07,1.6724746343772535e-07
1,0.015864540531414825,0.015343125452272191,0.01573430532906564,0.015309124186022264,0.01485425998634316,0.015337186551388281,0.014044457723373283,0.0935781246833202,0.015550792258454658,0.3029496581798729,0.4130242692799254,0.24192949813105877,0.14658892497504025,0.1654564021227954,0.033055998827960086,0.10733773271600765,0.09681635003190144
