,runs,C0,C1,C2,C3,Cfast,CMy,zig,Java,Asm,Julia,Win Julia,Win PyPy,PyPy,Numpy,Python,Win Python,Win Python 11
0,1000.0,0.019846200942993164,0.019777774810791016,0.0198061466217041,0.01862049102783203,0.01848888397216797,0.020096302032470703,0.023458242416381836,0.28629541397094727,0.02028822898864746,0.9829435348510742,2.6804404258728027,1.9858207702636719,0.6950247287750244,0.1701951026916504,0.037960052490234375,0.12065672874450684,0.12990570068359375
1,112000.0,0.014942646026611328,0.015756607055664062,0.014006853103637695,0.014231681823730469,0.013538122177124023,0.014621257781982422,0.012636184692382812,0.07720756530761719,0.014976978302001953,0.23830866813659668,0.2172086238861084,0.09465956687927246,0.10191655158996582,0.1640174388885498,0.05709028244018555,0.13217544555664062,0.10361433029174805
2,223000.0,0.015356302261352539,0.014925241470336914,0.013686895370483398,0.014053106307983398,0.013592243194580078,0.014831304550170898,0.01265573501586914,0.07657456398010254,0.014150619506835938,0.24381351470947266,0.22569775581359863,0.09435415267944336,0.10035562515258789,0.1677398681640625,0.07657384872436523,0.15868639945983887,0.12466096878051758
3,334000.0,0.01578497886657715,0.014655828475952148,0.016542434692382812,0.014193534851074219,0.014830589294433594,0.014511346817016602,0.012532234191894531,0.07989859580993652,0.015491724014282227,0.2456526756286621,0.21701884269714355,0.09200811386108398,0.10060691833496094,0.16481924057006836,0.09655499458312988,0.1799154281616211,0.13988113403320312
4,445000.0,0.015999555587768555,0.015231847763061523,0.01532602310180664,0.01567840576171875,0.015810489654541016,0.015949249267578125,0.014975309371948242,0.08133769035339355,0.015150070190429688,0.24499893188476562,0.21692562103271484,0.09549283981323242,0.0991818904876709,0.17256522178649902,0.11410641670227051,0.2031855583190918,0.15809178352355957
5,556000.0,0.01831507682800293,0.016105175018310547,0.01691150665283203,0.01692652702331543,0.015721559524536133,0.017503023147583008,0.01567220687866211,0.08066153526306152,0.017179489135742188,0.2418372631072998,0.2216780185699463,0.09355950355529785,0.10367417335510254,0.17960667610168457,0.13120794296264648,0.23386359214782715,0.19002604484558105
6,667000.0,0.016251325607299805,0.015387535095214844,0.017807483673095703,0.01844191551208496,0.015275955200195312,0.01455378532409668,0.014540672302246094,0.07833361625671387,0.016061067581176758,0.24411439895629883,0.22115421295166016,0.09396195411682129,0.1041421890258789,0.18300819396972656,0.14678406715393066,0.27455806732177734,0.20752668380737305
7,778000.0,0.017528772354125977,0.015103816986083984,0.0160524845123291,0.015839576721191406,0.01574540138244629,0.01491546630859375,0.013954877853393555,0.0761113166809082,0.015629291534423828,0.24553918838500977,0.21830010414123535,0.0939934253692627,0.09658527374267578,0.17916464805603027,0.17669248580932617,0.29624485969543457,0.2275710105895996
8,889000.0,0.01906442642211914,0.016514062881469727,0.015082597732543945,0.015328645706176758,0.015434980392456055,0.01575326919555664,0.014407157897949219,0.0791933536529541,0.016663551330566406,0.2496943473815918,0.21670889854431152,0.09596061706542969,0.10475277900695801,0.1791520118713379,0.1881725788116455,0.3225443363189697,0.25373339653015137
9,1000000.0,0.016118526458740234,0.015568256378173828,0.016278743743896484,0.016322851181030273,0.015932083129882812,0.015478372573852539,0.013850688934326172,0.08128929138183594,0.015979290008544922,0.2528841495513916,0.22137951850891113,0.09623312950134277,0.10608100891113281,0.1801316738128662,0.24292826652526855,0.34746813774108887,0.27022600173950195
10,1000000.0,0.017946958541870117,0.01681971549987793,0.01782703399658203,0.015394926071166992,0.015929460525512695,0.015574216842651367,0.014193534851074219,0.07885026931762695,0.01715993881225586,0.24777984619140625,0.21390080451965332,0.09419679641723633,0.09969639778137207,,,,
11,12000000.0,0.04840278625488281,0.028958559036254883,0.030270814895629883,0.029364347457885742,0.02865457534790039,0.029088735580444336,0.027554750442504883,0.11087679862976074,0.029467105865478516,0.25929880142211914,0.2326350212097168,0.12787365913391113,0.1338047981262207,,,,
12,23000000.0,0.07518959045410156,0.04281949996948242,0.043608903884887695,0.042294979095458984,0.04216337203979492,0.042232513427734375,0.041429996490478516,0.1367502212524414,0.04210782051086426,0.2721102237701416,0.24972176551818848,0.16179728507995605,0.16318345069885254,,,,
13,34000000.0,0.10556888580322266,0.05477786064147949,0.05399298667907715,0.055083513259887695,0.05544400215148926,0.057825565338134766,0.05363607406616211,0.1679835319519043,0.054186105728149414,0.28179359436035156,0.2568230628967285,0.199310302734375,0.1966876983642578,,,,
14,45000000.0,0.13044452667236328,0.06798100471496582,0.0680701732635498,0.06870460510253906,0.06803369522094727,0.06801295280456543,0.06750988960266113,0.20025134086608887,0.06731986999511719,0.2924056053161621,0.2724442481994629,0.2329258918762207,0.23335862159729004,,,,
15,56000000.0,0.1611156463623047,0.08177638053894043,0.0813744068145752,0.08175206184387207,0.0806584358215332,0.08153223991394043,0.07985591888427734,0.22702765464782715,0.08342361450195312,0.3107438087463379,0.28641557693481445,0.2653367519378662,0.2620429992675781,,,,
16,67000000.0,0.1896343231201172,0.09357714653015137,0.09307050704956055,0.09404993057250977,0.09336209297180176,0.09326457977294922,0.09273290634155273,0.259645938873291,0.09320473670959473,0.32066917419433594,0.3003082275390625,0.29947519302368164,0.2974278926849365,,,,
17,78000000.0,0.21660995483398438,0.10657978057861328,0.10642290115356445,0.10913848876953125,0.11008429527282715,0.1055440902709961,0.1067967414855957,0.28858423233032227,0.10666942596435547,0.33753132820129395,0.311387300491333,0.33118462562561035,0.32540225982666016,,,,
18,89000000.0,0.24436378479003906,0.11948466300964355,0.11905956268310547,0.1189882755279541,0.12036991119384766,0.11930704116821289,0.11977624893188477,0.31894803047180176,0.11997008323669434,0.34989380836486816,0.32071709632873535,0.36666226387023926,0.3592667579650879,,,,
19,100000000.0,0.27280402183532715,0.13257670402526855,0.13203024864196777,0.13221168518066406,0.13129830360412598,0.1313028335571289,0.13318920135498047,0.3506002426147461,0.1320948600769043,0.3567647933959961,0.33268165588378906,0.40161609649658203,0.39220213890075684,,,,
