,C0,C1,C2,C3,Cfast,zig,Java,Julia,Win Julia,Win PyPy,PyPy,Python,Win Python,Win Python 11
0,0.00020041985199201285,0.00020004521923590798,0.00019926630244799937,0.0001975611104282741,0.00019928789935691664,0.00020205039938407578,0.0001333244062264456,6.619601301585578e-05,7.08408872019682e-05,5.0245857998453485e-05,3.411191958589324e-05,0.0006529880017569151,0.0005216921174492598,0.0005152349068903421
1,-3.9732807300023425,-3.97107938970666,-3.957339891490897,-3.9366536162374555,-3.9575191614471823,-4.005714937571994,-2.5032498311831377,-1.4504199197015846,-1.5739437471720112,-2.3168796582559663,-2.276725140430417,-3.265189803850818,-2.3429710061098765,-2.5815629293786357
