,C0,C1,C2,C3,Cfast,zig,Julia,PyPy,Python,Python-f,Py
0,3.846088300785471e-06,1.8426425950735733e-06,6.864233362733167e-07,6.743850544529154e-07,6.743961887894449e-07,6.4901842053474e-07,1.084913062516691e-06,5.641157066190392e-06,2.451568138730309e-05,2.4442230485152157e-05,3.377694717993656e-05
1,-0.13217586088582428,-0.053833620923182404,-0.010572181844956402,-0.010078703029940688,-0.00968375783878873,-0.009559825828981561,0.24691337764029012,-0.08732971555348752,-0.13900062014301062,-0.13462754059231358,-0.13550062141347274
