,C0,C1,C2,C3,Cfast,zig,Julia,PyPy,Python,Py
0,5.025126463217949e-06,1.5914414425618536e-06,8.374385313002683e-07,9.303008810823713e-07,8.909933975508287e-07,5.594120757940402e-07,7.97279127711077e-07,8.245525013179524e-06,1.6188487015350338e-05,2.200689520676515e-05
1,4.729696169879679e-06,5.380080182684374e-06,4.960458042182658e-06,4.855222138271088e-06,4.997022143851875e-06,5.0706580876044754e-06,9.763586020812043e-06,4.021229489653802e-06,4.963975743699552e-05,4.910287550012519e-05
2,0.2636443107950303,0.09137072860166978,0.059869296525328686,0.06466579116948823,0.06254877590393378,0.046170498274989834,0.3353506794972801,0.5562127317031069,0.09675028836756111,0.18773541623670117
