,C0,C1,C2,C3,Cfast,clang,zig,Java,Julia,PyPy,Python,Win Python,Win Python 11
0,1.4655885056065346e-07,2.341881260495452e-08,1.9640024927357773e-08,1.958231409885897e-08,1.5305574231261357e-08,1.4045583822476658e-08,1.9477976578841597e-08,2.3473567875527334e-08,1.9453943329582546e-08,1.969383229465723e-08,9.580560608404975e-07,1.8862611072176573e-06,1.8886275025381906e-06
1,0.014407252663574493,0.014729594507564323,0.014685010034795123,0.01490141659924273,0.015040872908548253,0.014887877612410765,0.014261821118900493,0.08242243882310564,0.2237362194723086,0.09463476839201186,0.040276054195842396,0.10656583547338588,0.08350215084569332
