,C0,C1,C2,C3,Cfast,zig,zig_buff,Julia,Win Julia,Win PyPy,PyPy,Python,Win Python,Win Python 11
0,5.05627031505938e-08,5.82830130712211e-08,5.2487300192759806e-08,5.0746486579463894e-08,5.250119004391468e-08,7.346904860342134e-06,1.1396238851378008e-08,3.234840760685336e-07,1.8110220594351466e-07,3.4445156792034853e-07,2.6585448481429337e-08,1.7563258563434046e-07,8.907179346899504e-07,7.827357063845406e-07
1,0.01654994208533486,0.01480761390548569,0.016373391051192194,0.016757936735410966,0.0162263205817512,0.02991516640236509,0.017541040242971245,0.24789872828188605,0.26130641645139413,0.09656461194470843,0.09948754783149238,0.04146216953838912,0.1033657862975433,0.0905267553644496
